application_id,discovered_at,company,sector,role,role_family,role_type,geography,logistics_status,channel,screening_decision,screening_reason,submitted_at,stage,status,status_updated_at,contact_person,fit_score,fit_label,notes,cv_file,cover_letter_file,source
app-20260721-nordea-senior-data-scientist-ai-engineer-generative-ai-1878-16b2ad0e,2026-07-21,Nordea,Banking / financial crime prevention GenAI,Senior Data Scientist / AI Engineer - Generative AI (1878),applied_ai,Full-time hybrid; Tallinn CONFIRMED as a team location alongside Stockholm/Helsinki/Copenhagen,,,LinkedIn / Nordea careers,qualified,,2026-07-21,interview,REJECTED 2026-08-04 (post-interview) - FEEDBACK RECEIVED,2026-08-04,Nanxu Su (interviewer) / Magdalena Grzesiak (recruiter),88,Strong - location blocker largely resolved,"SUBMITTED via Nordea SuccessFactors 2026-07-21 (Job ID 1878 / SuccessFactors 1364987633). NOTE: the earlier 'job ID mismatch' is resolved - 1878 and 3491 are TWO SEPARATE REQS. 1878 = Senior Data Scientist / AI Engineer - Generative AI, 3+ yrs production Python ML/AI. 3491 = Expert / Staff Data Scientist - Generative / Agentic AI, 5+ yrs plus 2+ yrs GenAI, adds lead/architect/own/mentor scope, rolling interviews. Both list Tallinn. Phone screen with Magdalena 2026-07-27. Video screen with Nanxu Su held 2026-07-31 12:00 Tallinn. GRANOLA NOTES 2026-07-31: team is AI & Machine Learning under GFCP, split into a Generative AI sub-team (LLM products) and a Predictive AI sub-team (classic ML, transaction screening/detection), roughly 10 people each, still hiring, spread across Stockholm, Helsinki, Copenhagen AND TALLINN. Role expectations: prototype and explore use cases with stakeholders, hands-on implementation and deployment, evaluate and improve, documentation critical for audit and risk management, senior DS expected to mentor juniors. LOCATION RESOLVED: interviewer stated location is primarily Stockholm, Helsinki, Tallinn, with relocation discussion possible at later stages - Tallinn is viable, so the relocation blocker is largely removed. Environment is highly regulated: software installs need IT approval and Hugging Face plus many external sources are restricted. INTERVIEW PROCESS (7 stages): 1) this 30-min intro screen, 2) code challenge ~4 hours, 3) technical interview ~1.5 hours deep-diving the code challenge, 4) grandparent interview with manager's manager for culture fit, 5) cognitive and personality questionnaires via HR, 6) background check, 7) offer. Candidate positioned as AI engineer, Tallinn, MSc Cyber Security, 7+ years in tech and ~4 years in production AI, regulated domains logistics/aviation/finance/crypto. Lead project back2birth.ai: aviation document extraction, anchored on a UK MRO fined EUR 60k for falsified documents; OCR pipeline extracting identifiers, matching regulatory databases and cross-referencing ERP; structured outputs; on-prem LLMs for data sensitivity; 141-document golden dataset; candidate quoted 95.4% extraction accuracy verbally versus 95.8% F1 on the CV - RECONCILE THIS NUMBER. Eval dataset published on Hugging Face as ArroBench, multi-document-type, multilingual, dual-model agreement labelling. EVAL DEEP DIVE was the weak point: candidate led with a single aggregate accuracy metric; Nanxu probed field-level versus document-level accuracy and cost-sensitive metrics; candidate cited LLM-as-judge for text comparison and BrainTrust as an abstracted eval framework, and named false extraction / false acceptance as the key failure mode warranting an alarm. Nordea's own approach disclosed: no single delegated framework, it is task-specific - classification uses classic metrics, RAG/summarisation/chatbot uses LLM-as-judge and ranking-based eval. NEXT STEPS: candidate already shared back2birth.ai and the ArroBench dataset during the call and should confirm receipt; awaiting code challenge invitation. Prep artifacts: documents/nordea_interview_prep_2026-07-31.md, documents/nordea_interview_qa_bank_2026-07-31.md, documents/nordea_why_they_are_hiring_2026-07-31.md. GRANOLA TAPE ANALYSED 2026-07-31 (meeting dc58068a-7655-45de-b9ed-942cc5cd96a3, transcript in documents/interview_transcripts/nordea_screen_2026-07-31.txt). CRITICAL FINDING - THE HEADLINE CV METRIC COULD NOT BE DEFENDED. Nanxu asked how the extraction accuracy is computed FIVE separate times (turns 37, 39, 41, 43, 59), escalating to a fully specified toy problem (100 identity documents, four schema fields, how do you calculate accuracy), and never received an answer. Responses were: ground-truth waffle; a pivot into how extraction works (PaddleOCR bounding boxes) which answered a different question; then 'I mean, llm as the judge, like, really, that's how I would go about it'; then deflection to BrainTrust and 'abstracted evaluation frameworks'. She said verbatim 'I'm still confused about the accuracy calculation' and later had to correct him with 'not about the evaluation procedure, more about the metrics', before explaining the advantages and disadvantages of accuracy herself. The wanted answer was elementary: per-field = correct fields / total fields; per-document = all-fields-correct / documents; cost-weighted precision/recall/F1 skewed to false-accept. F1 IS precision and recall - the exact metric the CV claims. He also said 95.4% verbally versus 95.8% F1 on the CV. CONCLUSION: this is NOT a rehearsal or retrieval failure - the documents/nordea_interview_qa_bank_2026-07-31.md section E1 contained the correct answer (per-field not aggregate, error taxonomy, cost-weighted) and was finished 62 minutes before the call. The prep pack supplied borrowed vocabulary that collapsed under probing. ACTION BEFORE SUBMITTING THE CODE CHALLENGE: recompute per-field and per-document accuracy from the raw 141-document set, build the error taxonomy, choose the cost-weighted metric, and reconcile 95.4 vs 95.8 - or change the CV. Stage 3 is a ~1.5h deep-dive on the candidate's own code challenge run by this team; an undefendable metric guarantees failure there. Full analysis: documents/interview_postmortem_2026-07-31.md. Email update: rejection received 2026-08-04 06:48 UTC from Nanxu Su (nanxu.su@nordea.com), subject ""Interview Feedback/ Fathin Dosumnu/ Senior Data Scientist / AI Engineer - Generative AI 1878"". Positives cited: strong AI engineering background, innovative mindset, enthusiasm for applying AI to real-world problems. Reason for no-go: they chose candidates with more extensive hands-on machine-learning and GenAI evaluation/experimentation experience. The ~4h code challenge never materialised - the process ended at the interview stage. Actionable gap for future GenAI/DS roles: evidence of hands-on ML experimentation and GenAI eval work must lead the CV, not sit under agent/security framing. Metric correction (2026-08-10): the earlier application wording ""95.8% F1 across 141 documents"" used the wrong denominator and omitted provenance. Verified published result: 95.79% field-level F1 on 87 evaluated documents; self-reported against model-derived annotations, with 47.13% exact-form accuracy and 3.03% false-accept rate.",cv/main_nordea_genai_gfcp.pdf,documents/nordea_genai_gfcp_application_answers.md,https://www.linkedin.com/jobs/view/4417361694/
app-20260721-moss-senior-platform-engineer-agentic-experience-fc30efe8,2026-07-21,Moss,Finance automation / agentic developer tooling,Senior Platform Engineer (Agentic Experience),ai_platform,Full-time Berlin/Tallinn/Warsaw hybrid,,,Ashby,qualified,,2026-07-21,closed,REJECTED 2026-07-27,2026-07-27,,84,Strong with DX/location caveat,"SUBMITTED via Ashby. Confirmation page displayed: Success - Your application was successfully submitted. We'll get back to you soon. Strong match: MCP servers, Claude/Codex tooling, integrations, guardrails, prompt logging, observability, AI safety, CI/CD feedback, platform tooling, founder-level ownership, runbooks, and secure developer workflows. Honest caveat: formal 3+ years in a dedicated developer-experience team is only partially met through founder/platform/product work rather than a DX title. Logistics flag: Moss describes offices as central to culture; candidate is Tallinn-based, remote-preferred, EU/EEA authorized via Estonian residence-and-work permit, open to Berlin/Netherlands office discussion for exceptional fit, and would require sponsorship for UK-specific employment. Gmail confirmation received 2026-07-21 from Moss Talent Acquisition Team: application received for Senior Platform Engineer (Agentic Experience) and hiring team will review over email. Gmail rejection received 2026-07-27 from Moss Talent Acquisition Team: after careful consideration there is not a fit at this time and they will not move forward; no further details available due application volume.",cv/main_moss_agentic_experience.pdf,documents/moss_agentic_experience_application_answers.md,https://jobs.ashbyhq.com/moss/0800fd15-46d6-4709-ab3b-ea2a421f4afe/application
app-20260721-n8n-sr-ai-engineer-remote-europe-ts-vue-nodejs-ee1f167b,2026-07-21,n8n,Workflow automation / AI workflow builder,Sr AI Engineer | Remote - Europe | TS/Vue/NodeJS,applied_ai,Full-time Remote Europe,,,Ashby,qualified,,2026-07-21,closed,REJECTED 2026-07-30,2026-07-30,,88,Strong,"SUBMITTED via Ashby. Confirmation displayed: Success - Your application was successfully submitted. We'll contact you if there are next steps. Strong match: AI workflow authoring, TypeScript/Node, React/Vue-adjacent frontend, LLM API integrations, RAG/vector search, tool/function calling, evals, context management, traces/observability, security/privacy, and user-controlled workflow execution. Form values: name/email, GitHub, location Estonia, European non-UK/non-Germany no visa-support option, €125k gross base expectation, automation-platform experience, 4-6 years remote, SaaS startup Yes, JS/TS daily, Node regular, React experience, Claude/OpenAI/Mistral, FAISS/Qdrant/pgvector, 95.8% F1 AI feature example, and n8n motivation/thrive answers. Gmail confirmation received 2026-07-21 from n8n Hiring Team: they received the application for Senior Software Engineer (AI); review typically takes less than a week but may extend for competitive roles. Gmail rejection received 2026-07-30 14:15 from n8n Talent Acquisition via Ashby, naming the role 'Senior Software Engineer (AI)': they called the background interesting but moved to next stages with other talents, citing many strong candidates and fit for n8n's current growth stage. Invited to stay in the n8n Talent Community and reapply to future roles. No feedback given. Metric correction (2026-08-10): the earlier application wording ""95.8% F1 across 141 documents"" used the wrong denominator and omitted provenance. Verified published result: 95.79% field-level F1 on 87 evaluated documents; self-reported against model-derived annotations, with 47.13% exact-form accuracy and 3.03% false-accept rate.",cv/main_n8n_sr_ai_engineer.pdf,,https://jobs.ashbyhq.com/n8n/d195a389-6af5-4b95-82e5-2258953c7297/application
app-20260721-seb-eesti-ai-engineering-architect-in-delivery-excellence-e959e0d9,2026-07-21,SEB Eesti,Banking / delivery excellence AI,AI Engineering Architect in Delivery Excellence,applied_ai,Full-time Tallinn,,,LinkedIn,qualified,,2026-07-21,closed,REJECTED 2026-07-28,2026-07-28,,,UNRATED,"Gmail LinkedIn confirmation received 2026-07-21: application was sent to SEB Eesti for AI Engineering Architect in Delivery Excellence | SEB, Tallinn. Not originally in tracker; added from Gmail backfill. Local logistics likely stronger than relocation roles, but evaluate compensation, seniority, and banking-domain fit before prioritizing. Gmail update 2026-07-29: Lever feedback received 2026-07-28 for AI Engineering Architect in Delivery Excellence | SEB, Tallinn; SEB moved forward with candidates whose qualifications more closely match current needs.",,,https://www.linkedin.com/jobs/view/4442719816/
app-20260722-lufinity-ai-senior-ai-software-engineer-446d4903,2026-07-22,Lufinity AI,AI software / unspecified,Senior AI Software Engineer,other,Germany (LinkedIn),,,LinkedIn,qualified,,2026-07-22,submitted,SUBMITTED 2026-07-22,2026-07-22,,,UNRATED,"Gmail LinkedIn confirmation received 2026-07-22: application was sent to Lufinity AI for Senior AI Software Engineer in Germany. Not originally in tracker; added from Gmail backfill. Needs fit, compensation, and Germany work-location/logistics evaluation before prioritizing.",,,https://www.linkedin.com/jobs/view/4442592883/
app-20260722-google-cloud-senior-software-engineer-ai-agent-ecosystem-adk-bad1f55c,2026-07-22,Google Cloud,Enterprise AI / Gemini agent platform,"Senior Software Engineer, AI Agent Ecosystem, ADK",applied_ai,Full-time Warsaw,,,Google Careers,qualified,,2026-07-22,submitted,SUBMITTED - CONFIRMED ON GOOGLE CAREERS 2026-08-17,2026-08-17,htiangratanakul (LinkedIn poster),92,Strong,"SUBMITTED through the live Google Careers requisition on 2026-08-17. Google Careers dashboard showed Submitted (1) and the exact role ""Senior Software Engineer, AI Agent Ecosystem, ADK - Warsaw"" with status Submitted. Tailored CV cv/main_google_adk_swe.pdf uploaded; no cover letter was submitted. Candidate profile was created from the resume and corrected to Tallinn/Harju County/Estonia, MSc Cyber Security at Tallinn University of Technology, and current/recent work entries. Role answers: preferred location Warsaw, Poland; legally eligible to work in Poland No; Google sponsorship required Yes. Primary constraint remains Poland work authorization/sponsorship; technical fit remains strong for ADK, SDKs, developer tooling, agent lifecycle, evals, observability, and open-source infrastructure.",cv/main_google_adk_swe.pdf,,https://www.google.com/about/careers/applications/jobs/results/105831903721857734
app-20260722-google-cloud-software-engineer-iii-agent-development-lifecycle-540a7fa6,2026-07-22,Google Cloud,Enterprise AI / Gemini agent platform,"Software Engineer III, Agent Development Lifecycle",applied_ai,Full-time Warsaw,,,LinkedIn post / Google Careers,pending,,,prospect,BACKUP TARGET - APPLY IF USING SECOND GOOGLE SLOT,2026-07-22,htiangratanakul (LinkedIn poster),89,Strong,"Official Google Careers page fetched 2026-07-22. Very strong safer-level match: full-stack Python/TypeScript, Generative AI, Cloud Computing, design reviews, docs, debugging, product/system code. Compensation listed: Poland zl280000-zl287000 base + 15% bonus target + equity + benefits. Lower ceiling than L5 and may underlevel candidate; use if prioritizing conversion or if Google recruiter recommends L4 calibration. Same team area as L5, so avoid burning unnecessary Google application slots unless deliberate. Tailored Google ADK CV prepared 2026-07-23: cv/main_google_adk_swe.pdf.",cv/main_google_adk_swe.pdf,,https://www.google.com/about/careers/applications/jobs/results/121136311011549894
app-20260722-google-cloud-software-engineer-ii-agent-development-lifecycle-7e898f15,2026-07-22,Google Cloud,Enterprise AI / Gemini agent platform,"Software Engineer II, Agent Development Lifecycle",applied_ai,Full-time Warsaw,,,LinkedIn post / Google Careers,rejected,,,prospect,LOW PRIORITY - SKIP (UNDERLEVELLED),2026-07-22,htiangratanakul (LinkedIn poster),76,"Good technical, underlevelled","Official Google Careers page fetched 2026-07-22. Technical domain is strong: Agent Platform, developer experience, CLI/developer-facing tools, AI agent concepts/frameworks, agent evaluations, multi-agent systems, LLM orchestration, testing/debugging/deployment/observability. But role is Early level with 1-year minimum requirements and compensation listed at Poland zl206000-zl212000 base + 15% bonus target + equity + benefits, so it is underlevelled relative to current senior/FDE/AI-platform target. Skip unless recruiter explicitly asks for L3/L4 flexibility.",,,https://www.google.com/about/careers/applications/jobs/results/116373991144202950
app-20260723-brillian-agentic-engineering-lead-6992c073,2026-07-23,Brillian,Agentic engineering consulting / AI coding adoption,Agentic Engineering Lead,applied_ai,Full-time Helsinki/Tampere hybrid or Finland-only,,,LinkedIn Gmail alert,rejected,,,prospect,LOW PRIORITY - SKIP (FINNISH/FINLAND BLOCKER),2026-07-23,,,"Technical 91/100, logistics fail","Fetched 2026-07-23 from LinkedIn/Gmail alert. Excellent technical match: agentic development workflows, AI coding tools, quality gates, architecture, coaching, consulting, and hands-on client delivery. Hard blocker: requires fluent Finnish, hires only within Finland, and cannot sponsor visas; profile has English C1, Tallinn/EEA, no Finnish. Do not apply unless Brillian confirms an English-speaking Finland/EU-remote exception.",,,https://www.linkedin.com/jobs/view/4443320917
app-20260723-roleo-founding-engineer-3e55c0b1,2026-07-23,Roleo,AI recruiting / personal career agent,Founding Engineer,other,Full-time Tallinn in-office / EU remote,,,LinkedIn Gmail alert,pending,,,prospect,FOLLOW-UP SENT 2026-08-24 - AWAITING REPLY,2026-08-24,Vahur (Roleo),90,Strong,"Fetched 2026-07-23 from LinkedIn/Gmail alert. Strong local target: first founding engineer, Tallinn/EU remote, EU work right, customer-to-code ownership, AI search/recommendation, LLM scoring, RAG/search, APIs, embeddings, event architecture, Next.js/Node/Firebase/GCP, Claude Code. Apply path requires Roleo signup. External signup approval received 2026-07-23, but controlled-browser auth failed: Google OAuth returned 'This browser or app may not be secure'; LinkedIn requires password flow. User selected manual sign-in. Do not mark submitted until the user confirms the Roleo application was sent or a confirmation page/email is observed. Interview invite received 2026-07-31 14:53 from Amy at Roleo (amy@roleo.com): 'you've been invited to interview for Founding Engineer at Roleo', flagged as top candidate, 3-day accept/decline window (expires ~2026-08-03), anonymous until accepted, then connected by email to schedule. Terms now disclosed: EUR 6,000-8,000 gross monthly + 0.5-2% equity, Seed (2026), 4 employees, ON-SITE. Roleo's stated match reasons: recent Founding Engineer experience fits their first-technical-hire need, and 35+ production AI agents aligns with their career-agent product. On-site Tallinn is workable (no relocation/visa issue). Comp is below the FDE/frontier target band but equity + first-engineer scope + local logistics make it the strongest live local offer path. ACTION: accept the invite before the window closes. ACCEPTED 2026-07-31 by the user, inside the 3-day window. Interview scheduled with Vahur for Tuesday 2026-08-04 at 11:30. This is the only live interview in the pipeline and the first test of the post-mortem fixes (documents/interview_postmortem_2026-07-31.md). Terms on the invite: EUR 6,000-8,000 gross monthly + 0.5-2% equity, Seed 2026, 4 employees, on-site Tallinn - no visa or relocation friction. PREP PRIORITIES from the Wise tape failure modes: (1) have a crisp founding-engineer ownership story with a number, (2) do NOT volunteer commercial failure or abandonment about BackToBirth/CodesDevs unprompted, (3) for any 'how big was the team' question give a clean 'I led N engineers, owned X, shipped Y', (4) bring one specific coached-disagreement story with a named person and outcome. Vahur's role at Roleo still to be confirmed - research before Tuesday. Prep refreshed 2026-08-01: Cal.com confirmation says Tuesday 2026-08-04 11:30-12:00 Europe/Tallinn, Google Meet https://meet.google.com/bzi-imbg-xib. Vahur email also proposed coffee/lunch around Telliskivi, so exact in-person location should be confirmed if user expects an in-person meeting. Prep doc: documents/roleo_meeting_prep_2026-08-04.md. 2026-08-03 Gmail check: Roleo thread confirms Vahur suggested quick chat/coffee/lunch around Telliskivi next week and Fathin replied ""Booked for tuesday at 11:30""; no separate Cal.com/calendar invite found in Gmail search, so logistics still need confirmation before the meeting. 2026-08-04 meeting completed with Vahur. Granola notes: strong early-stage/hacker/AI-enabled fit; positives were production RAG, knowledge graph/LLM pipeline experience, forward-deployed/customer-to-code experience, and early-stage chaos tolerance. Main gap flagged: limited exposure to high-growth post-PMF company with world-class engineering processes. Process: Vahur is mapping candidates; possible second interview with founder/CEO; transcript name may be mistranscribed, then technical working day/no take-home. Vahur expects to hire two founding engineers within roughly one month and committed to status updates. Candidate should proactively send Rolio product ideas, especially passive-candidate value and rejection-feedback flywheel. Email check 2026-08-05: no follow-up from Vahur Hansen since the 2026-08-04 11:30 Telliskivi (Literaat) meeting. Last message on the thread is Fathin's 2026-08-04 00:03 confirmation. Cal.com reminder fired 2026-08-04 07:30 so the meeting ran as booked. Nudge Vahur if nothing arrives by 2026-08-08. Follow-up draft prepared 2026-08-10 in documents/roleo_meeting_prep_2026-08-04.md. Inbox refreshed 2026-08-24: no direct reply from Vahur after the 2026-08-04 meeting. Follow-up sent 2026-08-24 by replying in the existing Roleo introduction thread to Vahur. Message reaffirmed interest, referenced the recommendation-loop and customer-feedback discussion, proposed explainable recommendation evidence/reason codes with top-five precision outcomes, and offered a technical working session. Awaiting reply.",cv/main_roleo_founding_engineer.pdf,,https://www.linkedin.com/jobs/view/4440128137
app-20260723-wise-senior-engineering-lead-generative-ai-platform-9b39df55,2026-07-23,Wise,Payments / Generative AI platform,"Senior Engineering Lead, Generative AI Platform",ai_platform,Full-time Tallinn,,,Wise jobs / LinkedIn,qualified,,2026-07-23,interview,REJECTED 2026-07-31 (post-interview) - FEEDBACK REQUESTED 2026-07-31,2026-07-31,Zsofia Kiss,88,Strong,"User confirmed submitted 2026-07-23 after tailored CV was created. Wise posting fetched 2026-07-23 from wise.jobs: salary €8,333-10,416 gross monthly + RSUs; Tallinn; role leads the Generative AI Platform team, enabling Wise teams to experiment with and productionize GenAI systems using tooling, guidance, guardrails, customer-data safety, reliability, security, and operational excellence. Strong match: Python production GenAI apps, agentic workflows, RAG/semantic search, MCP servers, evals, observability, security/privacy, fintech/product-team collaboration, and Tallinn location. Gaps/risks: posting includes leading other engineering leads and vendor/cost ownership; candidate evidence is strongest as founder/lead engineer and production AI platform owner. Email update: Wise interview request received 2026-07-24 from Zsofia Kiss; original video interview scheduled for 2026-07-27 15:00 GMT+2, then cancelled due to self-schedule link error; user rescheduled on 2026-07-25. Final Wise video interview scheduled for 2026-07-30 09:30 GMT+2. Gmail rejection received 2026-07-31 15:21 from Wise Hiring Team (notifications@wise.jobs) AFTER the 2026-07-30 09:30 video interview with Zsofia Kiss: 'We've had a great response to the opportunity and at this time we've decided not to move forward with your application for the Senior Engineering Lead - Generative AI Platform role.' No individual feedback given; email points to the candidate portal to edit/withdraw. Reached interview stage on a Tallinn-based GenAI platform lead role, so the profile clears Wise's screen bar - the loss is at interview/leadership-signal level, not CV level. Action: request feedback from Zsofia Kiss (she scheduled and rescheduled, so a warm reply is plausible) and reuse cv/main_wise_genai_platform_lead for other GenAI-platform lead roles. CHANNEL FACTS (verified 2026-07-31 from Gmail headers): Wise runs SmartRecruiters with a per-message relay Reply-To; the visible From notifications@wise.jobs is a no-reply sink. Rejection-thread relay = 92ad0e2a-68c0-490b-b376-a9d170d67e30@wise.jobs (primary feedback channel). Zsofia's live relay from the 07-25 invite = 61745e48-8624-401a-92f3-649bde808036@wise.jobs (nudge channel). WARNING: the replies sent 2026-07-25 11:14 and 11:15 went to notifications@wise.jobs instead of the relay and very likely never reached her - always reply inside the thread. WHAT THE 07-30 CALL WAS: the 07-24 interview request states it verbatim as a call to get to know you better, walk through experience and hear motivations to join Wise, with a link to the mission/values page - i.e. a recruiter screen on experience/motivation/values, NOT a technical deep dive. Therefore this rejection carries NO signal about technical depth; the plausible axes are level/scope evidence for a Lead title, motivation/values articulation, or pipeline strength. No interviewer names were ever disclosed in email (calendar invites only). Feedback request copy drafted 2026-07-31 in documents/wise_feedback_request_2026-07-31.md - SENT 2026-07-31 ~17:15 EEST by the user, replying inside the rejection thread to the relay 92ad0e2a-68c0-490b-b376-a9d170d67e30@wise.jobs (approx 2 hours after the 15:21 EEST rejection, chosen deliberately so the recruiter could answer from memory). The ask was a 1/2/3 menu: (1) level/scope evidence for a Lead title, (2) motivation/values fit, (3) stronger candidate in pipeline - plus a request to be considered for a Senior/Staff opening on the same GenAI Platform team. NUDGE 2026-08-05 to Zsofia's relay 61745e48-8624-401a-92f3-649bde808036@wise.jobs if no reply. ROUTING OF THE ANSWER: 1 = stop targeting Lead/Head titles until headcount/mentoring/roadmap-ownership evidence exists, pivot to Senior/Staff/FDE; 2 = company-specific values prep is the gap and every values-led employer is at risk; 3 = nothing to fix, increase volume. GRANOLA TAPE ANALYSED 2026-07-31 (meeting a69d5e82-3881-4d19-8e72-86bf7aba39c3, transcript in documents/interview_transcripts/wise_2026-07-30.txt; full analysis in documents/interview_postmortem_2026-07-31.md). The recruiter opened by stating she would ask NO technical questions - only work history plus candidate questions - so technical ability was never assessed and this rejection carries no technical signal. THREE ANSWERS LOST IT: (1) asked only whether the aviation project was solo or a team, the candidate volunteered that the product could not close customers, that he is not an aviation specialist, that he did not want to spend five years in the vertical, and that it was mostly just him - converting the flagship 95.8% F1 proof point into a solo abandoned project; (2) asked directly how big the team he led was - the qualifying question for a Lead title on a newly split team - he ranged across Solitude/ELAV/Zing, said about two engineers, and never gave a clean 'I led N engineers, owned X, shipped Y'; (3) asked for a specific occasion coaching a disagreeing team member, he gave a theory of disagreement (conviction, proof, low-ego culture) with no person, situation or outcome. Handled well: notice period, work authorisation, comp, and three strong closing questions. Next stage would have been a deliberately NON-AI system design interview with two platform tribe engineers. Recruiter met the hiring manager 2-3h after the call; rejection arrived next day, so the manager declined on her notes. Metric correction (2026-08-10): the earlier application wording ""95.8% F1 across 141 documents"" used the wrong denominator and omitted provenance. Verified published result: 95.79% field-level F1 on 87 evaluated documents; self-reported against model-derived annotations, with 47.13% exact-form accuracy and 3.03% false-accept rate.",cv/main_wise_genai_platform_lead.pdf,,https://wise.jobs/job/senior-engineering-lead-generative-ai-platform-in-tallinn-jid-3666
app-20260723-doit-international-applied-ai-engineer-041519af,2026-07-23,DoiT International,Cloud consulting / internal business systems AI,Applied AI Engineer,applied_ai,Remote Estonia / Eastern Europe,,,Greenhouse / DoiT careers,qualified,,2026-07-23,closed,REJECTED 2026-07-28 - POSITION FILLED,2026-07-28,,91,Strong,"User confirmed submitted 2026-07-23 via DoiT Greenhouse. Role is in Business Systems Engineering / Fusion, building Project Babylon: composable event-driven internal platform, SaaS integrations, workflow orchestration, observable business flows, and safe AI-agent-ready APIs. Strong match: CodesDevs founder/owner, production AI/product delivery, Python/TypeScript/React, GCP Cloud Run, SaaS/API/webhook/OAuth integrations, workflow automation, AI tooling across SDLC, security, observability, and end-to-end ownership. Application used Solitude v2 case-study answer for direct business-user AI/data/automation example. Salary asked: €90,000-105,000 gross annual base depending on package/equity/benefits/scope. Gmail update 2026-07-29: Greenhouse rejection received 2026-07-28 for Applied AI Engineer; DoiT says the position was recently filled and they cannot proceed.",,,https://job-boards.greenhouse.io/doitintl/jobs/7805653003
app-20260723-ruby-labs-senior-ai-engineer-916bbf71,2026-07-23,Ruby Labs,Consumer products / production AI systems,Senior AI Engineer,applied_ai,Remote CET +/-4 hours / Independent Contractor,,,Ashby,qualified,,2026-07-23,submitted,CONFIRMED RECEIVED 2026-07-23,2026-07-23,,92,Strong,"User confirmed submitted 2026-07-23 via Ashby. Posting: Senior AI Engineer owning production AI quality, reliability, major AI features, TypeScript/Node/Next.js stack, Redis/PostgreSQL, OpenRouter/model routing, Langfuse-style observability/evals, A/B tests, prompt systems, output structure, tool-using/agentic workflows, MCP/tool contracts, and production debugging. Strong match: production LLM systems, agent workflows, MCP servers, multi-model routing, eval harnesses, prompt traces, TypeScript/Next.js/Node, Python AI tooling, PostgreSQL/Redis, security, and high-ownership startup delivery. Contract caveat: role uses Flexible Independent Contractor Agreement, so salary expectation was framed as contractor compensation. Salary asked: €120,000-140,000 gross annual contractor compensation depending on scope, availability, package/equity/bonus, and final terms. Email update: Ashby confirmation received 2026-07-23 from Ruby Labs that the Senior AI Engineer application was received and will be reviewed.",,,https://jobs.ashbyhq.com/ruby-labs/04d181c6-eb35-46c3-a474-e46e4f7b6767
app-20260723-kapo-estonian-internal-security-service-ai-susteemide-arendaja-298ecfd4,2026-07-23,KAPO / Estonian Internal Security Service,Public-sector security / AI systems,AI süsteemide arendaja,other,Full-time Tallinn,,,LinkedIn,qualified,,2026-07-23,submitted,SUBMITTED 2026-07-23 - VIEWED 2026-08-03 (2nd view),2026-08-03,,,UNRATED - local/security AI; logistics unknown,"Added from Gmail/LinkedIn email backfill. LinkedIn confirmation received 2026-07-23: application was sent to KAPO / Estonian Internal Security Service for AI süsteemide arendaja. LinkedIn viewed notification received 2026-07-24. Local Tallinn/security AI relevance is potentially useful, but requirements are not yet reviewed; likely public-sector language, citizenship, clearance, and compensation constraints need checking before prioritizing. Email update: second LinkedIn ""Your application was viewed by KAPO / Estonian Internal Security Service"" notification received 2026-08-03 04:45 UTC - the application was re-opened 11 days after the first view. Still no direct contact from KAPO.",,,https://www.linkedin.com/jobs/view/4443159055
app-20260723-helsing-staff-software-engineer-5c4ea4b5,2026-07-23,Helsing,Defense AI / autonomous systems,Staff Software Engineer,other,Full-time Tallinn,,,Helsing careers / LinkedIn,qualified,,2026-07-23,closed,REJECTED 2026-07-27,2026-07-27,,,UNRATED - local defense AI,"Added from Gmail/Helsing email backfill. Helsing confirmation received 2026-07-23 from no-reply@helsing.ai: application received; Talent Acquisition to review; contact talent@helsing.ai for questions; Metaview audio-only interview-recording opt-out link included. LinkedIn saved-job reminder received 2026-07-26 for Staff Software Engineer at Helsing in Tallinn, job ID 4435902379. Rejection received 2026-07-27 from no-reply@helsing.ai: Helsing moved forward with other candidates who more closely align with the current Staff Software Engineer opening; they encourage reapplying in six months and will keep the resume on file for matching opportunities. Treat as role-fit/competition rejection, not a known logistics blocker.",,,https://www.linkedin.com/jobs/view/4435902379
app-20260727-amboras-ai-engineer-76ae2366,2026-07-27,Amboras,AI-native commerce / e-commerce store builder,AI Engineer,applied_ai,"Unknown, likely early-stage startup role",,,Direct careers page,qualified,,2026-07-27,submitted,SUBMITTED 2026-07-27,2026-07-27,,88,Strong if remote/comp works,"User confirmed submitted 2026-07-27 via Amboras hiring page. Amboras is YC Spring 2026, team-size ~3, building an AI-native commerce/store-builder product with AI-generated stores, copy, SEO, emails, agentic A/B testing, and merchant-facing AI agents. Application strategy: founder-style AI Engineer pitch, not generic CV. Answers emphasized Solitude founder-side product ownership, CodesDevs public products, BackToBirth technical depth, and AI-native daily workflow. Main risks: San Francisco/remote policy, employment structure, cash/equity mix, and compensation unknown.",,,https://www.amboras.com/hiring
